S.No,Crop Name,Soil Type,Growth Duration (Days),Season,N-P-K Ratio,Urea (kg/ha),DAP (kg/ha),MOP (kg/ha),Fertilizer Schedule,Water Requirement,Cultivation Tips,Harvesting Tips
400,Litchi,Sandy Loam,1460-1825,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Loose soil favors root growth,Harvest mature fruits when color and aroma indicate ripeness
401,Litchi,Loam,1460-1825,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Well-drained loam ensures healthy growth,Harvest fruits when firm and red
402,Litchi,Clay Loam,1460-1825,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Ensure proper drainage,Harvest mature fruits periodically
403,Litchi,Clay,1460-1825,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Raised beds recommended for heavy soils,Harvest fruits when ripe
404,Litchi,Red Soil,1460-1825,Kharif/ Rabi,200-100-150,550,275,425,Basal + 2 top dressings (6 & 12 months),High,Responds well to compost/FYM,Harvest mature fruits when red
405,Litchi,Black Soil,1460-1825,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),High,High moisture retention; avoid waterlogging,Harvest fruits when firm
406,Litchi,Laterite Soil,1460-1825,Kharif/ Rabi,200-100-150,600,300,450,Basal + 2 top dressings (6 & 12 months),High,Add organic matter to improve fertility,Harvest mature fruits periodically
407,Ber,Sandy Soil,730-1095,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil supports root growth,Harvest fruits when yellowish-green and firm
408,Ber,Sandy Loam,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Loose soil promotes healthy growth,Harvest mature fruits when skin turns yellowish
409,Ber,Loam,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures good yield,Harvest fruits when firm and colored
410,Ber,Clay Loam,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Ensure drainage; avoid waterlogging,Harvest mature fruits periodically
411,Ber,Clay,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when fully colored
412,Ber,Red Soil,730-1095,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature fruits periodically
413,Ber,Black Soil,730-1095,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
414,Ber,Laterite Soil,730-1095,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
415,Figs,Sandy Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil supports root growth,Harvest fruits when fully colored and soft
416,Figs,Sandy Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors good growth,Harvest mature fruits when color indicates ripeness
417,Figs,Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures healthy growth,Harvest fruits when soft and fully colored
418,Figs,Clay Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
419,Figs,Clay,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
420,Figs,Red Soil,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature fruits periodically
421,Figs,Black Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
422,Figs,Laterite Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
423,Loquat,Sandy Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil supports root growth,Harvest fruits when yellow-orange and soft
424,Loquat,Sandy Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors good growth,Harvest mature fruits when color indicates ripeness
425,Loquat,Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures healthy growth,Harvest fruits when soft and fully colored
426,Loquat,Clay Loam,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
427,Loquat,Clay,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
428,Loquat,Red Soil,730-1095,Kharif/ Rabi,150-75-100,420,210,280,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature fruits periodically
429,Loquat,Black Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
430,Loquat,Laterite Soil,730-1095,Kharif/ Rabi,150-75-100,450,225,300,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
431,Passion fruit,Sandy Soil,365-730,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 2 & 4 months,High,Well-drained sandy soil promotes flowering,Harvest fruits when purple and fully sized
432,Passion fruit,Sandy Loam,365-730,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 2 & 4 months,High,Loose soil favors uniform growth,Harvest mature fruits when color deepens
433,Passion fruit,Loam,365-730,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 2 & 4 months,High,Well-drained loam ensures healthy growth,Harvest fruits when ripe
434,Passion fruit,Clay Loam,365-730,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 2 & 4 months,High,Ensure proper drainage,Harvest mature fruits periodically
435,Passion fruit,Clay,365-730,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 2 & 4 months,High,Raised beds recommended for heavy soils,Harvest fruits when fully colored
436,Passion fruit,Red Soil,365-730,Kharif/ Rabi,120-60-80,340,170,225,Basal + top dressing at 2 & 4 months,High,Responds well to FYM/compost,Harvest mature fruits when color deepens
437,Passion fruit,Black Soil,365-730,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 2 & 4 months,High,High moisture retention; avoid waterlogging,Harvest fruits when ripe
438,Passion fruit,Laterite Soil,365-730,Kharif/ Rabi,120-60-80,360,180,240,Basal + top dressing at 2 & 4 months,High,Add organic matter to improve fertility,Harvest mature fruits periodically
439,Apple,Sandy Soil,1460-1825,Rabi/Kharif,200-100-150,600,300,450,Basal + top dressing at 6 & 12 months,High,Well-drained sandy soil supports root growth and fruiting,Harvest fruits when fully colored and firm
440,Apple,Sandy Loam,1460-1825,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Loose soil favors healthy root and shoot growth,Harvest fruits when firm and color develops
441,Apple,Loam,1460-1825,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Well-drained loam ensures balanced growth,Harvest fruits when fully colored
442,Apple,Clay Loam,1460-1825,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Ensure drainage; avoid waterlogging,Harvest fruits periodically
443,Apple,Clay,1460-1825,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
444,Apple,Red Soil,1460-1825,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Responds well to FYM/compost,Harvest mature fruits periodically
445,Apple,Black Soil,1460-1825,Rabi/Kharif,200-100-150,600,300,450,Basal + top dressing at 6 & 12 months,High,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
446,Apple,Laterite Soil,1460-1825,Rabi/Kharif,200-100-150,600,300,450,Basal + top dressing at 6 & 12 months,High,Add organic matter to improve fertility,Harvest mature fruits periodically
447,Pear,Sandy Soil,1460-1825,Rabi/Kharif,180-90-140,540,270,420,Basal + top dressing at 6 & 12 months,High,Well-drained sandy soil supports root growth,Harvest fruits when firm and fully colored
448,Pear,Sandy Loam,1460-1825,Rabi/Kharif,180-90-140,500,250,400,Basal + top dressing at 6 & 12 months,High,Loose soil promotes healthy growth,Harvest mature fruits when color develops
449,Pear,Loam,1460-1825,Rabi/Kharif,180-90-140,500,250,400,Basal + top dressing at 6 & 12 months,High,Well-drained loam ensures uniform fruiting,Harvest fruits when fully colored
450,Pear,Clay Loam,1460-1825,Rabi/Kharif,180-90-140,500,250,400,Basal + top dressing at 6 & 12 months,High,Ensure proper drainage,Harvest mature fruits periodically
451,Pear,Clay,1460-1825,Rabi/Kharif,180-90-140,500,250,400,Basal + top dressing at 6 & 12 months,High,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
452,Pear,Red Soil,1460-1825,Rabi/Kharif,180-90-140,500,250,400,Basal + top dressing at 6 & 12 months,High,Responds well to FYM/compost,Harvest mature fruits periodically
453,Pear,Black Soil,1460-1825,Rabi/Kharif,180-90-140,540,270,420,Basal + top dressing at 6 & 12 months,High,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
454,Pear,Laterite Soil,1460-1825,Rabi/Kharif,180-90-140,540,270,420,Basal + top dressing at 6 & 12 months,High,Add organic matter to improve fertility,Harvest mature fruits periodically
455,Plum,Sandy Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil supports flowering,Harvest fruits when fully colored and slightly soft
456,Plum,Sandy Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors healthy roots,Harvest mature fruits when color develops
457,Plum,Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures balanced growth,Harvest fruits when fully colored
458,Plum,Clay Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
459,Plum,Clay,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
460,Plum,Red Soil,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature fruits periodically
461,Plum,Black Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
462,Plum,Laterite Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
463,Peach,Sandy Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil promotes flowering,Harvest fruits when fully colored
464,Peach,Sandy Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors root development,Harvest mature fruits when color develops
465,Peach,Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures healthy growth,Harvest fruits when fully colored
466,Peach,Clay Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
467,Peach,Clay,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
468,Peach,Red Soil,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Responds well to compost/FYM,Harvest mature fruits periodically
469,Peach,Black Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
470,Peach,Laterite Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
471,Apricot,Sandy Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil promotes flowering,Harvest fruits when orange and firm
472,Apricot,Sandy Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors root development,Harvest mature fruits when color develops
473,Apricot,Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures healthy growth,Harvest fruits when fully colored
474,Apricot,Clay Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Ensure proper drainage,Harvest mature fruits periodically
475,Apricot,Clay,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
476,Apricot,Red Soil,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature fruits periodically
477,Apricot,Black Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
478,Apricot,Laterite Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature fruits periodically
479,Walnut,Sandy Soil,1825-2555,Rabi/Kharif,200-100-150,600,300,450,Basal + top dressing at 6 & 12 months,High,Well-drained sandy soil supports deep rooting,Harvest mature nuts when shells harden
480,Walnut,Sandy Loam,1825-2555,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Loose soil promotes healthy growth,Harvest nuts when fully matured
481,Walnut,Loam,1825-2555,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Well-drained loam ensures balanced growth,Harvest nuts when shells turn brown
482,Walnut,Clay Loam,1825-2555,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Ensure drainage; avoid waterlogging,Harvest nuts periodically
483,Walnut,Clay,1825-2555,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Raised beds recommended for heavy soils,Harvest mature nuts when fully hardened
484,Walnut,Red Soil,1825-2555,Rabi/Kharif,200-100-150,550,275,425,Basal + top dressing at 6 & 12 months,High,Responds well to FYM/compost,Harvest nuts periodically
485,Walnut,Black Soil,1825-2555,Rabi/Kharif,200-100-150,600,300,450,Basal + top dressing at 6 & 12 months,High,High moisture retention; avoid waterlogging,Harvest nuts when fully matured
486,Walnut,Laterite Soil,1825-2555,Rabi/Kharif,200-100-150,600,300,450,Basal + top dressing at 6 & 12 months,High,Add organic matter to improve fertility,Harvest mature nuts periodically
487,Almond,Sandy Soil,1460-1825,Rabi/Kharif,180-90-120,540,270,360,Basal + top dressing at 6 & 12 months,Moderate,Well-drained sandy soil supports flowering,Harvest nuts when shells harden
488,Almond,Sandy Loam,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,Moderate,Loose soil favors root development,Harvest mature nuts when color changes
489,Almond,Loam,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,Moderate,Well-drained loam ensures uniform growth,Harvest nuts when fully colored
490,Almond,Clay Loam,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,Moderate,Ensure drainage to avoid waterlogging,Harvest nuts periodically
491,Almond,Clay,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,Moderate,Raised beds recommended for heavy soils,Harvest nuts when fully ripe
492,Almond,Red Soil,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,Moderate,Responds well to FYM/compost,Harvest mature nuts periodically
493,Almond,Black Soil,1460-1825,Rabi/Kharif,180-90-120,540,270,360,Basal + top dressing at 6 & 12 months,Moderate,High moisture retention; avoid waterlogging,Harvest nuts when fully matured
494,Almond,Laterite Soil,1460-1825,Rabi/Kharif,180-90-120,540,270,360,Basal + top dressing at 6 & 12 months,Moderate,Add organic matter to improve fertility,Harvest mature nuts periodically
495,Cherry,Sandy Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,High,Well-drained sandy soil supports flowering,Harvest fruits when fully colored and firm
496,Cherry,Sandy Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,High,Loose soil favors root development,Harvest mature fruits when color develops
497,Cherry,Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,High,Well-drained loam ensures healthy growth,Harvest fruits when fully colored
498,Cherry,Clay Loam,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,High,Ensure proper drainage,Harvest mature fruits periodically
499,Cherry,Clay,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,High,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
500,Cherry,Red Soil,1095-1460,Rabi/Kharif,160-80-120,450,225,340,Basal + top dressing at 6 & 12 months,High,Responds well to FYM/compost,Harvest mature fruits periodically
501,Cherry,Black Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,High,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
502,Cherry,Laterite Soil,1095-1460,Rabi/Kharif,160-80-120,480,240,360,Basal + top dressing at 6 & 12 months,High,Add organic matter to improve fertility,Harvest mature fruits periodically
503,Strawberry,Sandy Soil,120-150,Kharif/Rabi,100-50-80,300,150,240,Basal + top dressing at 30 & 60 DAS,High,Well-drained sandy soil promotes runner development,Harvest berries when bright red and fully ripe
504,Strawberry,Sandy Loam,120-150,Kharif/Rabi,100-50-80,280,140,220,Basal + top dressing at 30 & 60 DAS,High,Loose soil favors uniform growth,Harvest mature berries when color develops
505,Strawberry,Loam,120-150,Kharif/Rabi,100-50-80,280,140,220,Basal + top dressing at 30 & 60 DAS,High,Well-drained loam ensures healthy growth,Harvest berries when fully colored
506,Strawberry,Clay Loam,120-150,Kharif/Rabi,100-50-80,280,140,220,Basal + top dressing at 30 & 60 DAS,High,Ensure proper drainage,Harvest mature berries periodically
507,Strawberry,Clay,120-150,Kharif/Rabi,100-50-80,280,140,220,Basal + top dressing at 30 & 60 DAS,High,Raised beds recommended for heavy soils,Harvest berries when fully ripe
508,Strawberry,Red Soil,120-150,Kharif/Rabi,100-50-80,280,140,220,Basal + top dressing at 30 & 60 DAS,High,Responds well to compost/FYM,Harvest mature berries periodically
509,Strawberry,Black Soil,120-150,Kharif/Rabi,100-50-80,300,150,240,Basal + top dressing at 30 & 60 DAS,High,High moisture retention; avoid waterlogging,Harvest berries when fully colored
510,Strawberry,Laterite Soil,120-150,Kharif/Rabi,100-50-80,300,150,240,Basal + top dressing at 30 & 60 DAS,High,Add organic matter to improve fertility,Harvest mature berries periodically
511,Kiwi,Sandy Soil,1460-1825,Rabi/Kharif,180-90-120,540,270,360,Basal + top dressing at 6 & 12 months,High,Well-drained sandy soil promotes vine growth,Harvest fruits when fully matured and slightly soft
512,Kiwi,Sandy Loam,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,High,Loose soil favors root and vine development,Harvest mature fruits when color and softness develop
513,Kiwi,Loam,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,High,Well-drained loam ensures healthy growth,Harvest fruits when fully colored
514,Kiwi,Clay Loam,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,High,Ensure proper drainage,Harvest mature fruits periodically
515,Kiwi,Clay,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,High,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
516,Kiwi,Red Soil,1460-1825,Rabi/Kharif,180-90-120,500,250,340,Basal + top dressing at 6 & 12 months,High,Responds well to FYM/compost,Harvest mature fruits periodically
519,Watermelon,Sandy Soil,80-100,Kharif,Rabi,120-60-60,360,180,180,Basal + top dressing at 20 DAS,High,Well-drained sandy soil promotes vine growth,Harvest fruits when skin is dark green and tendril near fruit dries
520,Watermelon,Sandy Loam,80-100,Kharif,Rabi,120-60-60,340,170,170,Basal + top dressing at 20 DAS,High,Loose soil favors uniform vine growth,Harvest mature fruits when rind is firm and deep green
521,Watermelon,Loam,80-100,Kharif,Rabi,120-60-60,340,170,170,Basal + top dressing at 20 DAS,High,Well-drained loam ensures healthy growth,Harvest fruits when skin color and firmness are optimal
522,Watermelon,Clay Loam,80-100,Kharif,Rabi,120-60-60,340,170,170,Basal + top dressing at 20 DAS,High,Ensure proper drainage to avoid waterlogging,Harvest mature fruits when tendrils dry
523,Watermelon,Clay,80-100,Kharif,Rabi,120-60-60,340,170,170,Basal + top dressing at 20 DAS,High,Raised beds recommended for heavy soils,Harvest fruits when skin is dark and firm
524,Watermelon,Red Soil,80-100,Kharif,Rabi,120-60-60,340,170,170,Basal + top dressing at 20 DAS,High,Responds well to organic compost,Harvest mature fruits when tendril near fruit dries
525,Watermelon,Black Soil,80-100,Kharif,Rabi,120-60-60,360,180,180,Basal + top dressing at 20 DAS,High,High moisture retention; avoid waterlogging,Harvest fruits when fully colored and firm
526,Watermelon,Laterite Soil,80-100,Kharif,Rabi,120-60-60,360,180,180,Basal + top dressing at 20 DAS,High,Add organic matter to improve fertility,Harvest mature fruits periodically
527,Muskmelon,Sandy Soil,70-90,Kharif,Rabi,100-50-60,300,150,180,Basal + top dressing at 20 DAS,High,Well-drained sandy soil supports runner growth,Harvest fruits when aroma develops and skin netting appears
528,Muskmelon,Sandy Loam,70-90,Kharif,Rabi,100-50-60,280,140,180,Basal + top dressing at 20 DAS,High,Loose soil favors uniform growth,Harvest mature fruits when aroma is strong and skin netting is clear
529,Muskmelon,Loam,70-90,Kharif,Rabi,100-50-60,280,140,180,Basal + top dressing at 20 DAS,High,Well-drained loam ensures balanced growth,Harvest fruits when aroma is strong
530,Muskmelon,Clay Loam,70-90,Kharif,Rabi,100-50-60,280,140,180,Basal + top dressing at 20 DAS,High,Ensure proper drainage,Harvest mature fruits periodically
531,Muskmelon,Clay,70-90,Kharif,Rabi,100-50-60,280,140,180,Basal + top dressing at 20 DAS,High,Raised beds recommended for heavy soils,Harvest fruits when skin netting is clear
532,Muskmelon,Red Soil,70-90,Kharif,Rabi,100-50-60,280,140,180,Basal + top dressing at 20 DAS,High,Responds well to compost/FYM,Harvest mature fruits when aroma develops
533,Muskmelon,Black Soil,70-90,Kharif,Rabi,100-50-60,300,150,180,Basal + top dressing at 20 DAS,High,High moisture retention; avoid waterlogging,Harvest fruits when fully ripe
534,Muskmelon,Laterite Soil,70-90,Kharif,Rabi,100-50-60,300,150,180,Basal + top dressing at 20 DAS,High,Add organic matter to improve fertility,Harvest mature fruits periodically
535,Honeydew,Sandy Soil,80-100,Kharif,Rabi,110-55-60,330,165,180,Basal + top dressing at 20 DAS,High,Well-drained sandy soil promotes vine growth,Harvest fruits when skin color turns creamy yellow
536,Honeydew,Sandy Loam,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Loose soil favors uniform growth,Harvest mature fruits when creamy color develops
537,Honeydew,Loam,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Well-drained loam ensures healthy growth,Harvest fruits when skin is firm and color develops
538,Honeydew,Clay Loam,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Ensure proper drainage,Harvest mature fruits periodically
539,Honeydew,Clay,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
540,Honeydew,Red Soil,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Responds well to compost/FYM,Harvest mature fruits when creamy color develops
541,Honeydew,Black Soil,80-100,Kharif,Rabi,110-55-60,330,165,180,Basal + top dressing at 20 DAS,High,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
542,Honeydew,Laterite Soil,80-100,Kharif,Rabi,110-55-60,330,165,180,Basal + top dressing at 20 DAS,High,Add organic matter to improve fertility,Harvest mature fruits periodically
543,Galia,Sandy Soil,80-100,Kharif,Rabi,110-55-60,330,165,180,Basal + top dressing at 20 DAS,High,Well-drained sandy soil promotes vine growth,Harvest fruits when netted skin develops and aroma is strong
544,Galia,Sandy Loam,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Loose soil favors uniform growth,Harvest mature fruits when aroma and skin netting are optimal
545,Galia,Loam,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Well-drained loam ensures healthy growth,Harvest fruits when skin color and firmness are optimal
546,Galia,Clay Loam,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Ensure proper drainage,Harvest mature fruits periodically
547,Galia,Clay,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Raised beds recommended for heavy soils,Harvest fruits when fully ripe
548,Galia,Red Soil,80-100,Kharif,Rabi,110-55-60,310,155,180,Basal + top dressing at 20 DAS,High,Responds well to compost/FYM,Harvest mature fruits when aroma develops
549,Galia,Black Soil,80-100,Kharif,Rabi,110-55-60,330,165,180,Basal + top dressing at 20 DAS,High,High moisture retention; avoid waterlogging,Harvest fruits when fully colored
550,Galia,Laterite Soil,80-100,Kharif,Rabi,110-55-60,330,165,180,Basal + top dressing at 20 DAS,High,Add organic matter to improve fertility,Harvest mature fruits periodically
551,Aloe Vera,Sandy Soil,365-730,Rabi,50-30-30,150,90,90,Basal + Top Dressing at 3 & 6 months,Low,Well-drained sandy soil prevents root rot,Harvest mature leaves when thick and fleshy
552,Aloe Vera,Sandy Loam,365-730,Rabi,50-30-30,140,80,80,Basal + Top Dressing at 3 & 6 months,Low,Loose soil favors uniform growth,Harvest mature leaves periodically
553,Aloe Vera,Loam,365-730,Rabi,50-30-30,140,80,80,Basal + Top Dressing at 3 & 6 months,Low,Loam ensures healthy root growth,Harvest leaves when fully grown
554,Aloe Vera,Clay Loam,365-730,Rabi,50-30-30,140,80,80,Basal + Top Dressing at 3 & 6 months,Low,Ensure proper drainage,Harvest mature leaves periodically
555,Aloe Vera,Clay,365-730,Rabi,50-30-30,140,80,80,Basal + Top Dressing at 3 & 6 months,Low,Raised beds recommended for heavy soils,Harvest leaves when fleshy
